2015-01-12,MTB,5,5,406,509,287
2015-01-12,MTB,1142,369,263,229,451,511
2015-01-12,MAC,1808,2012,30,10,280
2015-01-12,MAC,,0,0,0
2015-01-12,M,6871,5900,5740,6233,3229,291
2015-01-12,M,1731,481,0,11065,13662,4567
2015-01-12,MNK,4695,40,7,7,18,666
2015-01-12,MNK,50,9,355,573,1,1
2015-01-12,MRO,85,0,282,71,342,263
2015-01-12,MRO,142,6435,344,1672,32,2432
2015-01-12,MPC,2682,958,5801,25,0,1041
2015-01-12,MPC,18,10,675,1215,186,5650
2015-01-12,MAR,768,548,464,561,649,1720
2015-01-12,MAR,159,20,0,1521,1326,1716
2015-01-12,MMC,98,11405,1019,138
2015-01-12,MMC,,324,536,943
2015-01-12,MLM,1,9,150,118,184,488
2015-01-12,MLM,273,325,843,132,67,134
2015-01-12,MAS,5303,2010,2908,1338,139,69
2015-01-12,MAS,153,10,0,827,800,674
2015-01-12,MA,3893,832,1097,1238,1656,2212
2015-01-12,MA,919,623,634,561,775,539
2015-01-12,MAT,12,1,194,3317,3522,3052
2015-01-12,MAT,6361,4470,751,206,262,5057
2015-01-12,MKC,5,188,28
2015-01-12,MKC,173,7,15
2015-01-12,MCD,58,14251,77,35,1205,382
2015-01-12,MCD,1,3447,43,99,17407,243
2015-01-12,MHFI,111,84,86,108,266,8006
2015-01-12,MHFI,188,122,46,88,44,59
